"","carat","cut","color","clarity","depth","table","price","x","y","z"
"15432",1,"Good","G","VS1",62.4,62,6177,6.33,6.37,3.96
"471",0.7,"Premium","F","VS2",61.8,60,2818,5.69,5.64,3.5
"19510",1.21,"Premium","F","VS2",61.3,58,8139,6.89,6.84,4.21
"27233",1.38,"Very Good","F","IF",58.2,60,17598,7.32,7.39,4.28
"6242",0.9,"Ideal","D","SI2",62.4,56,4007,6.24,6.16,3.87
"34865",0.3,"Premium","G","VVS2",62.6,58,878,4.28,4.25,2.67
"6619",0.9,"Premium","H","VS2",60.7,58,4082,6.21,6.17,3.76
"26699",0.29,"Premium","I","VS2",62.4,58,429,4.23,4.2,2.63
"9114",0.93,"Very Good","E","SI1",63.1,57,4531,6.19,6.17,3.9
"44740",0.52,"Very Good","G","VS1",60.2,57,1618,5.22,5.26,3.15
"38568",0.46,"Premium","E","SI1",61.8,57,1035,4.98,4.93,3.06
"51774",0.73,"Premium","E","SI2",60.8,60,2409,5.87,5.78,3.54
"17471",1.05,"Very Good","G","VS1",62.3,56,7010,6.45,6.51,4.04
"28988",0.41,"Good","F","SI1",63.1,56,685,4.69,4.73,2.97
"45626",0.61,"Ideal","J","VVS1",60.9,56,1692,5.45,5.51,3.34
"18619",1.07,"Very Good","G","VVS2",59.4,57,7597,6.74,6.69,3.99
"50127",0.47,"Fair","D","IF",60.6,60,2211,5.09,4.98,3.05
"1665",0.9,"Fair","H","SI1",65.6,57,3024,6.04,6.01,3.95
"42974",0.41,"Ideal","G","IF",61.7,56,1367,4.77,4.8,2.95
"53490",0.7,"Very Good","H","VVS1",63.5,58,2682,5.63,5.59,3.56
"12901",1.06,"Ideal","H","VS2",61.2,55,5373,6.61,6.57,4.03
"23819",1.2,"Ideal","E","VVS2",61.5,57,11883,6.79,6.89,4.21
"38245",0.32,"Ideal","E","IF",62.9,54,1018,4.37,4.41,2.76
"31363",0.42,"Very Good","H","SI1",58.6,61,761,4.92,4.95,2.89
"36491",0.3,"Ideal","E","IF",61.7,55,943,4.31,4.34,2.67
"18242",1.75,"Ideal","H","I1",61.5,55,7409,7.78,7.75,4.78
"16699",0.3,"Very Good","H","SI1",62.9,57,421,4.28,4.31,2.7
"24864",2.5,"Fair","H","SI2",64.9,58,13278,8.46,8.43,5.48
"33433",0.32,"Premium","G","VS1",60.6,60,828,4.44,4.4,2.68
"27599",2.5,"Premium","I","SI2",59,60,18447,8.76,8.89,5.21
"24721",1.03,"Ideal","F","IF",62.3,57,13060,6.44,6.49,4.03
"20162",1.31,"Ideal","H","VS1",62.5,56,8617,6.95,7.03,4.37
"47738",0.55,"Ideal","F","VS1",60.6,56,1890,5.33,5.37,3.24
"39134",0.41,"Premium","G","VS2",61.8,59,1061,4.76,4.72,2.93
"32525",0.42,"Ideal","G","VVS2",62,56,798,4.79,4.83,2.98
"24822",1.63,"Very Good","H","VVS1",59.1,58,13211,7.68,7.84,4.59
"26658",2.59,"Ideal","J","VS1",61.7,56,16465,8.83,8.77,5.43
"44345",0.56,"Very Good","H","VS1",62.8,56,1580,5.23,5.28,3.3
"12643",1.01,"Premium","H","VS1",61.2,61,5294,6.44,6.41,3.93
"36558",0.4,"Premium","E","SI1",62.6,59,945,4.71,4.68,2.94
"35856",0.32,"Ideal","D","VVS1",62.6,57,917,4.34,4.41,2.74
"27071",2.3,"Ideal","I","SI1",62.2,60,17193,8.43,8.39,5.23
"39584",0.37,"Premium","G","VVS2",59.1,60,1082,4.71,4.69,2.78
"23929",1.73,"Premium","H","SI1",62,59,12058,7.68,7.59,4.73
"32457",0.39,"Very Good","E","VS2",62.7,59,794,4.64,4.68,2.92
"25356",0.28,"Very Good","E","VVS2",59.8,57,642,4.28,4.32,2.57
"9814",0.91,"Premium","H","VS1",61.8,54,4670,6.32,6.27,3.89
"8505",1.17,"Premium","I","SI2",62.7,57,4423,6.77,6.69,4.22
"36822",0.7,"Fair","G","I1",66.7,55,956,5.64,5.49,3.71
"48865",0.7,"Very Good","H","SI2",62.8,59,2034,5.62,5.65,3.54
"28463",0.32,"Very Good","H","VVS1",61.2,57,672,4.39,4.42,2.69
"27413",2.25,"Premium","D","SI2",60.4,59,18007,8.54,8.48,5.13
"45861",0.8,"Fair","G","I1",64.5,57,1715,5.86,5.83,3.77
"46517",0.53,"Ideal","H","VVS1",60.8,56,1781,5.24,5.26,3.19
"41718",0.34,"Ideal","E","IF",62,56,1243,4.51,4.49,2.79
"48343",0.58,"Ideal","H","VVS1",62.1,53.6,1961,5.35,5.38,3.34
"41056",0.39,"Ideal","G","IF",62.1,53.7,1189,4.67,4.71,2.91
"48315",0.25,"Ideal","E","VS2",60.6,57,535,4.08,4.11,2.48
"31101",0.3,"Ideal","G","VVS1",62.2,56,753,4.27,4.31,2.67
"30872",0.33,"Ideal","G","VS2",62.5,57,743,4.41,4.39,2.75
"4315",0.73,"Ideal","G","VS2",61.6,56,3595,5.8,5.83,3.58
"39832",0.5,"Premium","E","SI2",61,62,1097,5.13,5.09,3.12
"35270",0.3,"Ideal","E","VVS1",60.1,57,895,4.38,4.41,2.64
"1578",0.71,"Ideal","G","SI1",61.6,55,3007,5.72,5.78,3.54
"29619",0.36,"Ideal","J","SI1",62.3,53,439,4.59,4.62,2.87
"14716",0.3,"Ideal","G","VS1",62.3,56,605,4.29,4.32,2.68
"9025",1.04,"Ideal","H","SI1",62.7,54,4515,6.51,6.47,4.07
"4811",1.02,"Premium","H","SI2",59.2,59,3701,6.57,6.54,3.88
"21101",1,"Premium","D","VVS2",58.3,61,9274,6.55,6.48,3.8
"33512",0.33,"Ideal","F","VVS1",62.1,56,828,4.43,4.46,2.76
"5085",0.7,"Ideal","D","VS1",61.4,54.2,3752,5.72,5.76,3.52
"19105",1.22,"Premium","G","VS2",61.2,58,7870,6.91,6.81,4.2
"1454",0.54,"Ideal","F","VVS1",61.6,55,2977,5.28,5.27,3.25
"2277",1.06,"Premium","F","I1",60.3,58,3158,6.59,6.56,3.96
"6226",1,"Very Good","E","SI2",59.1,61,4004,6.39,6.44,3.79
"11791",1.03,"Premium","F","SI1",61.5,57,5087,6.53,6.44,3.99
"47616",0.71,"Good","J","VS1",63.3,55,1881,5.62,5.66,3.57
"30396",0.32,"Ideal","G","VVS2",60.6,57,730,4.41,4.43,2.68
"17182",2.32,"Fair","H","I1",70.5,55,6860,7.93,7.9,5.58
"31430",0.3,"Ideal","H","IF",62.5,56,764,4.31,4.33,2.7
"45266",0.54,"Ideal","F","VS2",60.1,56,1662,5.28,5.31,3.18
"29200",0.33,"Ideal","I","IF",61.6,55,694,4.46,4.47,2.75
"29776",0.3,"Ideal","I","VVS1",62.3,55,709,4.29,4.28,2.67
"16770",0.9,"Ideal","G","VVS1",61.5,56,6680,6.22,6.24,3.83
"13906",1.07,"Very Good","H","VS1",62.5,56,5661,6.52,6.6,4.1
"37432",0.33,"Ideal","G","IF",61.6,55,984,4.48,4.51,2.77
"51478",0.75,"Ideal","G","SI2",62.5,55,2378,5.82,5.77,3.62
"17334",1.04,"Ideal","G","VS2",60.5,57,6955,6.56,6.62,3.99
"15856",1.51,"Premium","J","VS2",62.3,59,6342,7.36,7.3,4.57
"53452",0.7,"Very Good","G","VS1",61.7,59,2676,5.66,5.69,3.5
"32649",0.31,"Ideal","H","VVS2",62.6,56,802,4.37,4.32,2.72
"17997",1.19,"Premium","H","VS1",62.4,59,7277,6.79,6.73,4.22
"13147",1.11,"Good","G","SI2",59.7,61,5438,6.72,6.69,4
"22209",1.21,"Ideal","G","VVS2",60.6,56,10256,6.9,6.89,4.18
"6055",0.32,"Ideal","I","VS2",62.5,57,576,4.39,4.35,2.73
"30264",0.36,"Ideal","G","VS1",61.5,58,725,4.59,4.61,2.83
"36505",0.45,"Ideal","F","VS2",62.8,55,945,4.88,4.86,3.06
"47051",0.53,"Very Good","F","VS1",61.5,59,1821,5.19,5.22,3.2
"22443",1.35,"Ideal","G","VS1",60.9,54,10471,7.18,7.15,4.36
"23511",1.7,"Premium","I","VS2",60.7,59,11519,7.63,7.7,4.65
"12102",1.09,"Very Good","E","SI2",62.2,58,5165,6.54,6.61,4.09
"28213",0.4,"Premium","H","SI1",62.7,58,666,4.65,4.69,2.93
"31128",0.31,"Ideal","E","VS1",61.2,55,754,4.4,4.42,2.7
"34983",0.34,"Premium","F","VS2",62.9,58,880,4.46,4.44,2.8
"26258",2.16,"Ideal","J","VS1",61.4,59,15714,8.27,8.33,5.1
"39935",0.24,"Very Good","F","VVS2",61.9,56,492,3.97,4.01,2.47
"27328",2.11,"Very Good","E","SI2",62.4,61,17871,8.1,8.19,5.08
"49932",0.7,"Ideal","H","SI1",62,55,2184,5.71,5.68,3.53
"41030",0.41,"Premium","E","VVS2",60.9,60,1187,4.81,4.82,2.93
"14214",1.27,"Ideal","F","SI1",61.8,57,5761,6.96,6.89,4.28
"49599",0.71,"Very Good","G","SI1",63.2,58,2137,5.58,5.68,3.56
"34146",0.33,"Ideal","H","VVS2",62.2,56,854,4.46,4.44,2.77
"42385",0.46,"Ideal","G","VVS2",62.4,54.4,1306,4.93,4.98,3.09
"18710",0.27,"Very Good","E","VVS2",61.7,58,620,4.12,4.15,2.55
"30175",0.38,"Ideal","G","VS2",59.5,58,721,4.75,4.77,2.83
"21362",0.33,"Good","D","VS2",63.5,56,625,4.36,4.4,2.78
"31840",0.34,"Ideal","H","VVS1",62,54,775,4.46,4.48,2.77
"44694",0.57,"Ideal","F","VS2",61.3,57,1612,5.35,5.39,3.29
"26259",2.06,"Premium","I","SI1",60.8,60,15716,8.25,8.16,4.99
"43315",0.55,"Ideal","H","VS2",61.9,54,1402,5.25,5.28,3.26
"2629",0.86,"Very Good","H","SI1",59.7,59,3228,6.14,6.23,3.69
"1591",0.74,"Very Good","E","SI1",61.3,58,3009,5.8,5.84,3.57
"27235",1.64,"Ideal","G","VVS2",61.8,56,17604,7.59,7.6,4.69
"30332",0.41,"Very Good","D","SI2",63.8,57,727,4.71,4.73,3.01
"36246",0.41,"Ideal","E","VS2",61.8,57,935,4.76,4.78,2.95
"51689",0.56,"Ideal","G","IF",62,56,2399,5.33,5.28,3.29
"17391",0.32,"Ideal","D","SI2",61.8,55,612,4.42,4.38,2.72
"14072",1.04,"Good","D","SI1",63.7,58,5708,6.43,6.39,4.08
"52051",0.79,"Good","I","VS2",58.5,62,2451,5.99,6.04,3.52
"35376",0.41,"Ideal","G","VS1",62.4,57,899,4.7,4.75,2.95
"1303",0.75,"Ideal","D","SI1",62.3,57,2954,5.8,5.83,3.62
"11650",1.01,"Good","D","SI1",63.9,61,5055,6.28,6.31,4.02
"45543",0.51,"Ideal","F","VS2",62.9,57,1687,5.11,5.09,3.21
"4971",1.51,"Fair","F","I1",67.8,59,3734,7.09,7,4.78
"48558",0.7,"Fair","F","SI2",57.1,64,1990,5.81,5.86,3.33
"22847",1.9,"Premium","J","SI1",61.9,57,10885,7.98,7.95,4.93
"50140",0.71,"Good","I","VS2",64.3,63,2214,5.63,5.56,3.6
"52431",0.7,"Very Good","E","VS2",61.7,60,2513,5.67,5.7,3.51
"24538",1.62,"Ideal","F","SI1",62.7,56,12828,7.5,7.44,4.68
"48570",0.63,"Ideal","D","SI1",62,56,1992,5.55,5.48,3.42
"45634",0.25,"Very Good","G","VVS1",61.7,56,525,4.07,4.09,2.51
"30026",0.36,"Ideal","F","SI1",61.6,56,718,4.62,4.57,2.83
"31802",0.43,"Very Good","J","VVS2",63.6,56,774,4.78,4.85,3.06
"40674",0.5,"Fair","H","VS1",66.5,60,1155,4.93,4.85,3.25
"13392",0.38,"Ideal","G","SI2",61.2,56,602,4.7,4.74,2.89
"48383",0.7,"Ideal","G","SI2",61.8,56,1966,5.66,5.6,3.48
"2108",0.71,"Ideal","F","VS2",61.2,56,3116,5.77,5.79,3.54
"5742",0.9,"Good","F","SI1",61.3,60,3893,6.13,6.18,3.77
"52775",0.71,"Ideal","D","SI2",61.5,56.2,2564,5.73,5.75,3.53
"32150",0.28,"Very Good","F","IF",59.8,56,787,4.27,4.29,2.56
"11739",1.16,"Premium","F","SI2",62.1,59,5072,6.71,6.76,4.18
"33357",0.41,"Premium","G","VS2",61.5,58,827,4.8,4.82,2.96
"15801",1.31,"Premium","I","VS2",61.9,59,6323,7.02,6.98,4.33
"29508",0.32,"Ideal","E","VS2",62.7,55,702,4.36,4.38,2.74
"2778",0.83,"Ideal","F","SI1",62.1,55,3254,6,6.05,3.74
"37181",0.32,"Ideal","D","VS2",61.9,57,972,4.39,4.37,2.71
"44410",0.53,"Ideal","E","SI1",61.9,55,1585,5.2,5.24,3.23
"53304",0.3,"Premium","D","SI1",61.6,58,552,4.29,4.32,2.65
"35759",0.41,"Very Good","D","VS2",62.1,53,912,4.78,4.82,2.98
"22279",1.5,"Premium","I","IF",62.9,58,10332,7.31,7.21,4.57
"47587",0.58,"Ideal","D","VS2",61.2,57,1876,5.37,5.41,3.3
"38415",0.39,"Premium","D","VS2",61.4,60,1024,4.72,4.7,2.89
"35327",0.33,"Very Good","G","IF",62.6,55,898,4.41,4.44,2.77
"28619",0.3,"Good","E","SI1",63.6,57,675,4.24,4.22,2.69
"45100",0.57,"Very Good","G","VS1",59.3,56,1648,5.38,5.44,3.21
"36974",0.38,"Good","G","VS1",63.9,60,962,4.59,4.52,2.91
"7930",1.01,"Fair","F","SI2",65.3,59,4317,6.28,6.24,4.09
"18218",1,"Premium","E","VS1",61.9,60,7392,6.44,6.41,3.98
"23640",1.51,"Premium","F","SI1",63,61,11666,7.3,7.27,4.59
"22654",1.1,"Very Good","F","VVS1",59.8,54,10701,6.74,6.77,4.04
"18937",1.12,"Premium","F","VS1",62.1,60,7781,6.62,6.58,4.1
"16262",1.09,"Premium","G","VS2",60.9,56,6504,6.7,6.67,4.07
"21539",1.1,"Ideal","F","VVS2",61.2,56,9641,6.65,6.68,4.08
"24942",1.7,"Ideal","G","VS1",62.5,57,13398,7.61,7.57,4.74
"29",0.23,"Very Good","D","VS2",60.5,61,357,3.96,3.97,2.4
"8689",1.07,"Ideal","H","VS2",62.1,57,4458,6.53,6.49,4.04
"27912",0.26,"Very Good","F","VVS1",62,55,657,4.08,4.13,2.54
"41179",0.4,"Premium","G","VVS1",61.7,58,1200,4.71,4.69,2.9
"36209",0.36,"Ideal","H","VVS2",62.3,57,932,4.57,4.52,2.83
"24879",1.62,"Premium","F","SI1",62.6,58,13298,7.53,7.48,4.7
"28772",0.33,"Very Good","D","VS2",62.5,59,681,4.39,4.41,2.75
"6199",1.01,"Very Good","I","SI2",63.7,57,3998,6.32,6.36,4.04
"42768",0.52,"Ideal","G","SI1",60,56,1346,5.24,5.27,3.15
"15836",1.01,"Premium","E","VS2",63,60,6335,6.35,6.32,3.99
"5237",0.85,"Ideal","E","SI2",60.1,56,3787,6.17,6.18,3.71
"18653",1.53,"Ideal","H","SI2",62.5,57,7617,7.36,7.39,4.61
"10691",1.2,"Premium","I","VS2",62.3,57,4844,6.79,6.74,4.22
"50536",0.5,"Very Good","E","VVS2",62.4,55,2275,5.08,5.11,3.18
"26893",2,"Very Good","H","SI1",63.3,59,16872,8.02,8,5.07
"17909",1.51,"Good","I","SI1",63.9,63,7233,7.17,7.2,4.59
"19202",1.56,"Fair","G","SI2",64.8,59,7950,7.38,7.19,4.72
"21178",1.24,"Premium","F","VS1",61.5,57,9333,6.97,6.86,4.25
"40264",0.33,"Ideal","D","SI2",61.1,57,492,4.47,4.5,2.74
"35124",0.35,"Ideal","G","VVS1",61,56,887,4.56,4.59,2.79
"42613",0.36,"Premium","I","VS2",62.7,59,505,4.54,4.58,2.86
"21561",1,"Premium","D","VVS2",61.3,58,9660,6.42,6.37,3.92
"9386",0.32,"Good","D","SI1",63.6,56,589,4.34,4.37,2.77
"12851",1.34,"Ideal","G","SI2",62,55,5358,7.06,7.03,4.37
"7902",1,"Good","D","SI1",64.3,62,4312,6.18,6.13,3.96
"37297",0.39,"Ideal","G","VVS1",62,56,978,4.66,4.7,2.9
"53790",0.73,"Ideal","D","SI2",61.8,56,2729,5.77,5.82,3.58
"35591",0.4,"Premium","E","SI1",62.8,59,907,4.73,4.7,2.96
"40377",0.36,"Ideal","E","VVS2",61,55,1131,4.6,4.62,2.81
"16038",0.3,"Very Good","I","VS1",63.3,59,608,4.23,4.2,2.67
"51281",0.7,"Very Good","I","VS2",60.8,61,2360,5.72,5.76,3.49
"47169",0.52,"Ideal","G","VVS2",62.1,57,1835,5.13,5.15,3.19
"46974",0.32,"Premium","D","SI2",62.5,58,530,4.38,4.33,2.72
"16112",1.21,"Premium","E","SI1",62.9,58,6440,6.79,6.78,4.27
"2516",0.7,"Ideal","E","VS2",60.5,59,3201,5.72,5.75,3.47
"36765",0.3,"Ideal","E","VVS1",60.5,57,956,4.39,4.34,2.64
"47327",0.23,"Very Good","D","VVS2",61.9,58,530,3.91,3.94,2.43
"37180",0.32,"Ideal","D","VS2",62.7,54,972,4.38,4.36,2.74
"29595",0.32,"Premium","D","SI1",62.2,60,706,4.37,4.34,2.71
"30987",0.37,"Ideal","F","VS2",61.1,57,746,4.63,4.67,2.84
"36812",0.3,"Premium","G","IF",62.9,58,956,4.25,4.21,2.66
"35858",0.4,"Ideal","D","VS2",61.9,58,917,4.7,4.73,2.92
"45615",0.7,"Fair","J","VVS1",67.6,54,1691,5.56,5.41,3.71
"26087",2.08,"Premium","I","SI2",61.2,58,15321,8.24,8.16,5.02
"35655",0.31,"Ideal","G","VVS2",62.1,56,907,4.33,4.27,2.67
"40091",0.33,"Ideal","G","VVS1",61.7,54,1114,4.48,4.47,2.76
"47636",0.51,"Ideal","D","VS2",61.8,55,1882,5.18,5.15,3.19
"16018",1.32,"Ideal","G","SI2",62.9,57,6409,6.98,6.94,4.38
"14591",1.28,"Ideal","G","SI2",61.4,57,5888,6.96,6.99,4.28
"44783",0.59,"Very Good","G","VS2",62.8,59,1623,5.28,5.33,3.33
"11322",1.12,"Ideal","I","VS2",62.8,55,4986,6.69,6.66,4.19
"43035",0.55,"Premium","F","SI1",60.1,58,1374,5.34,5.3,3.2
"31885",0.3,"Premium","G","VS1",61.8,59,776,4.37,4.34,2.69
"8149",1.01,"Premium","I","SI1",61.9,58,4355,6.48,6.42,3.99
"37667",0.42,"Premium","E","SI1",62.5,55,992,4.83,4.8,3.01
"29223",0.31,"Premium","G","VS1",60.4,59,695,4.41,4.37,2.65
"7502",1.04,"Premium","E","SI2",61.6,59,4240,6.57,6.55,4.04
"34206",0.33,"Premium","F","VS2",62.4,57,854,4.43,4.39,2.75
"5774",1.05,"Good","G","SI2",63.7,59,3898,6.41,6.37,4.07
"35771",0.4,"Very Good","E","VS2",62.9,55,912,4.72,4.73,2.97
"29232",0.33,"Very Good","D","VS1",60.1,59,696,4.46,4.49,2.69
"33806",0.32,"Premium","E","VVS2",61.5,58,842,4.36,4.42,2.7
"5220",0.91,"Good","D","SI2",63.8,58,3781,6.09,6.04,3.87
"22470",1.52,"Very Good","H","VS1",59.8,57,10497,7.47,7.55,4.49
"25954",2.08,"Ideal","I","SI2",62.3,56,15132,8.16,8.22,5.1
"30308",0.44,"Ideal","J","VVS2",62.1,55,726,4.88,4.91,3.04
"36643",0.43,"Ideal","F","SI1",61.3,56,948,4.9,4.86,2.99
"41586",0.3,"Very Good","H","SI1",62.4,58,389,4.23,4.29,2.66
"14281",1.16,"Premium","F","VS2",60.5,59,5781,6.86,6.8,4.13
"39093",0.41,"Premium","I","VVS2",59.9,58,1061,4.87,4.81,2.9
"51756",0.7,"Premium","H","VVS1",60.9,60,2406,5.76,5.71,3.49
"10970",1.04,"Very Good","D","SI2",58.6,58,4906,6.65,6.72,3.92
"29342",0.31,"Premium","G","VS2",59.8,60,698,4.43,4.4,2.64
"424",0.99,"Fair","J","SI1",55,61,2812,6.72,6.67,3.68
"26082",2,"Premium","H","SI2",60.7,60,15312,8.07,8.11,4.91
"12407",1.03,"Ideal","E","SI1",62,57,5234,6.44,6.47,4
"32776",0.34,"Premium","D","SI1",62.7,59,803,4.45,4.42,2.78
"113",0.9,"Premium","I","VS2",63,58,2761,6.16,6.12,3.87
"9621",1.28,"Premium","J","SI2",62.3,58,4636,6.94,6.89,4.31
"22210",1.14,"Premium","E","VVS2",59.7,58,10258,6.83,6.91,4.1
"41208",0.51,"Premium","E","SI2",62,57,1205,5.13,5.09,3.17
"50585",0.7,"Very Good","E","SI2",59.5,56,2281,5.79,5.81,3.45
"14231",1.56,"Ideal","J","SI2",62.1,55,5766,7.45,7.41,4.62
"21769",1.51,"Premium","H","SI1",61.3,60,9833,7.29,7.33,4.48
"17434",1.41,"Premium","D","SI2",61.1,56,6988,7.19,7.15,4.38
"17614",1.13,"Very Good","F","VS1",61.6,58,7092,6.61,6.68,4.09
"42474",0.5,"Ideal","F","SI1",61.3,56,1317,5.13,5.09,3.13
"47345",0.5,"Premium","D","VS2",61.1,58,1845,5.12,5.09,3.12
"25298",1.25,"Very Good","F","IF",60.3,58,13953,6.96,7.03,4.22
"34524",0.33,"Very Good","G","VVS1",61.2,60,868,4.42,4.44,2.71
"35275",0.32,"Ideal","F","VVS1",61.9,56,895,4.41,4.44,2.74
"3050",0.27,"Very Good","G","IF",60.8,57,566,4.2,4.22,2.56
"11085",0.81,"Ideal","F","VVS2",62.2,53.9,4926,5.97,6.01,3.72
"19148",1.07,"Premium","E","VS1",62,60,7909,6.58,6.49,4.05
"48892",0.57,"Ideal","F","VS1",61.8,55,2039,5.33,5.35,3.3
"10077",0.31,"Very Good","F","VS1",61.8,58,592,4.29,4.35,2.67
"39406",0.41,"Ideal","G","VVS2",61.8,56,1076,4.78,4.74,2.94
"7390",0.33,"Very Good","H","VS1",60.2,62,579,4.44,4.47,2.68
"18883",1,"Very Good","G","VS2",61.1,55,7743,6.44,6.5,3.95
"24619",1.51,"Ideal","G","VS2",62.2,57,12947,7.28,7.36,4.55
"16568",1.01,"Ideal","G","VS1",61.8,57,6618,6.45,6.4,3.97
"38192",0.41,"Ideal","D","SI1",62.2,57,1015,4.76,4.7,2.94
"26964",2.4,"Ideal","I","SI2",63.8,58,17039,8.41,8.37,5.35
"13962",1.02,"Ideal","H","VS2",62,55,5683,6.47,6.44,4
"919",1.02,"Ideal","J","SI2",60.3,54,2879,6.53,6.5,3.93
"34475",0.38,"Ideal","E","VS2",61.7,55,866,4.66,4.68,2.88
"49364",0.53,"Premium","E","SI1",61.8,60,2099,5.21,5.18,3.21
"10001",1,"Fair","D","SI1",65.9,54,4704,6.24,6.2,4.1
"29838",0.3,"Premium","D","VS2",62.2,60,710,4.28,4.3,2.67
"12494",1.08,"Very Good","F","SI1",58.2,63,5256,6.69,6.78,3.92
"37617",0.24,"Very Good","E","VVS1",61.2,55,485,4.03,4.08,2.48
"18936",1.08,"Ideal","F","VS2",61,57,7781,6.61,6.68,4.06
"8853",1.01,"Good","E","SI1",59.3,64,4480,6.49,6.47,3.84
"35419",0.4,"Premium","G","SI1",61.4,60,900,4.71,4.67,2.88
"25473",2.02,"Premium","I","SI1",61.4,58,14240,8.14,8.07,4.98
"5751",1.01,"Good","G","SI2",64.5,61,3895,6.24,6.31,4.05
"25590",1.43,"Ideal","E","VVS2",62.4,57,14429,7.25,7.15,4.49
"29955",0.33,"Good","I","SI1",63.2,58,445,4.36,4.38,2.76
"46651",0.51,"Premium","D","VS2",59.7,58,1787,5.18,5.24,3.11
"4289",0.97,"Premium","D","SI2",60.4,61,3585,6.4,6.37,3.86
"51019",0.71,"Good","I","VS1",61.5,64,2327,5.76,5.65,3.51
"2960",0.7,"Fair","D","VVS2",58.5,62,3296,5.72,5.81,3.37
"28334",0.33,"Ideal","H","VVS2",62.2,54,666,4.44,4.46,2.77
"42333",0.45,"Ideal","G","VVS1",61.7,56,1297,4.93,4.96,3.05
"6248",0.9,"Ideal","G","SI1",61.6,58,4008,6.16,6.21,3.81
"40849",0.53,"Ideal","I","VS2",61.9,54,1173,5.21,5.23,3.23
"18673",1.08,"Ideal","G","VS1",61.8,58,7635,6.56,6.58,4.06
"46841",0.58,"Ideal","F","VS2",61.9,60,1811,5.32,5.35,3.3
"33092",0.31,"Ideal","D","VVS2",61.7,54,815,4.38,4.43,2.72
"45770",0.54,"Very Good","E","VS2",61.2,58,1707,5.21,5.28,3.21
"40974",0.4,"Ideal","E","VS1",59.2,62,1180,4.8,4.83,2.85
"41641",0.4,"Ideal","H","IF",62.7,57,1238,4.7,4.68,2.94
"28092",0.38,"Ideal","E","SI2",62.2,56,663,4.64,4.66,2.89
"44616",0.53,"Premium","G","VS2",60.7,59,1607,5.24,5.18,3.16
"15057",0.3,"Ideal","G","VS1",61.4,57,605,4.29,4.34,2.65
"8606",1.08,"Premium","G","SI2",60.3,58,4442,6.72,6.65,4.03
"4068",0.31,"Ideal","D","SI1",61.9,57,571,4.33,4.36,2.69
"25469",1.64,"Premium","E","SI1",59.5,58,14236,7.72,7.64,4.57
"28818",0.31,"Ideal","D","VS1",62,54,683,4.35,4.36,2.7
"25585",1.71,"Good","D","SI1",64.1,59,14426,7.51,7.46,4.8
"11967",1,"Ideal","H","VS2",62.5,56,5139,6.41,6.33,3.98
"52098",0.7,"Premium","F","VS2",61.2,59,2459,5.73,5.68,3.49
"47732",0.7,"Very Good","H","SI2",63.3,56,1890,5.64,5.68,3.58
"43808",0.51,"Premium","H","VS1",62.5,58,1443,5.12,5.09,3.19
"46407",0.51,"Ideal","D","VS2",60.5,56,1767,5.21,5.2,3.15
"36088",0.44,"Premium","I","VVS1",62.5,60,926,4.82,4.87,3.03
"32314",0.36,"Premium","F","VS1",60.7,58,789,4.57,4.62,2.79
"53604",0.7,"Ideal","F","SI1",61.3,57,2700,5.75,5.71,3.51
"33870",0.3,"Ideal","E","VS2",62,56,844,4.34,4.31,2.68
"4500",0.9,"Premium","H","SI1",61.9,58,3629,6.2,6.15,3.82
"5859",0.91,"Premium","H","VS2",59.6,60,3921,6.25,6.29,3.74
"11727",0.34,"Ideal","G","VS2",61.4,57,596,4.48,4.51,2.76
"4942",0.58,"Ideal","D","VVS1",62.1,55,3732,5.33,5.37,3.32
"45991",0.53,"Ideal","F","VS2",61.3,55,1723,5.22,5.25,3.21
"37063",0.43,"Ideal","F","VS2",61.1,56,968,4.91,4.88,2.99
"18045",0.35,"Very Good","E","SI1",60.7,59,614,4.52,4.57,2.76
"36669",0.32,"Ideal","F","IF",60.9,56,949,4.42,4.44,2.7
"11628",1.01,"Good","D","VS1",56.8,61,5050,6.5,6.45,3.68
"39542",0.4,"Premium","F","VS2",61,59,1080,4.76,4.71,2.89
"12508",1.25,"Ideal","I","SI2",62,57,5259,6.85,6.92,4.27
"49796",0.7,"Ideal","I","VS1",62.7,57,2163,5.63,5.67,3.54
"17539",1.5,"Premium","F","SI2",62.4,58,7056,7.31,7.24,4.54
"9688",1.22,"Very Good","J","SI2",62.6,58,4652,6.78,6.84,4.26
"19741",1.51,"Premium","D","SI2",61.4,56,8311,7.37,7.32,4.51
"2274",0.8,"Ideal","D","SI2",61.9,54,3154,6,5.95,3.7
"24660",1.52,"Very Good","E","VS2",60.3,59,13001,7.43,7.52,4.51
"35982",0.42,"Premium","G","VS1",60.9,58,921,4.81,4.84,2.94
"32406",0.37,"Premium","F","SI1",61.5,59,791,4.62,4.59,2.83
"38451",0.31,"Ideal","E","VVS1",62.4,56,1028,4.37,4.35,2.72
"15486",1.33,"Very Good","I","VS2",62.5,61,6203,6.99,7.02,4.38
"40561",0.41,"Very Good","D","VS1",62.8,57,1151,4.73,4.76,2.98
"25117",1.71,"Ideal","I","VVS2",61.9,57,13660,7.62,7.67,4.73
"18787",1.02,"Very Good","F","VS1",63.6,60,7682,6.25,6.33,4
"22376",0.31,"Ideal","H","VS2",63,57,628,4.34,4.32,2.73
